site_code,config_id,antenna_id,node,start_date,end_date,site_type,site_name,antenna_group,site_description,site_type_name,rkm,rkm_total,latitude,longitude
GOJ,100,40,GOJ,1986-01-01T00:00:00Z,1990-04-01T00:00:00Z,INT,Little Goose Dam Juvenile,A-MAIN,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,100,42,GOJ,1986-01-01T00:00:00Z,1990-04-01T00:00:00Z,INT,Little Goose Dam Juvenile,A-MAIN,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,100,44,GOJ,1986-01-01T00:00:00Z,1990-04-01T00:00:00Z,INT,Little Goose Dam Juvenile,A-MAIN,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,100,46,GOJ,1986-01-01T00:00:00Z,1990-04-01T00:00:00Z,INT,Little Goose Dam Juvenile,A-MAIN,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,100,48,GOJ,1986-01-01T00:00:00Z,1990-04-01T00:00:00Z,INT,Little Goose Dam Juvenile,UNKNOWN GROUP 2,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,100,4A,GOJ,1986-01-01T00:00:00Z,1990-04-01T00:00:00Z,INT,Little Goose Dam Juvenile,UNKNOWN GROUP 2,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,100,4C,GOJ,1986-01-01T00:00:00Z,1990-04-01T00:00:00Z,INT,Little Goose Dam Juvenile,UNKNOWN GROUP 2,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,100,4E,GOJ,1986-01-01T00:00:00Z,1990-04-01T00:00:00Z,INT,Little Goose Dam Juvenile,UNKNOWN GROUP 2,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,100,90,GOJ,1986-01-01T00:00:00Z,1990-04-01T00:00:00Z,INT,Little Goose Dam Juvenile,B-MAIN,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,100,92,GOJ,1986-01-01T00:00:00Z,1990-04-01T00:00:00Z,INT,Little Goose Dam Juvenile,B-MAIN,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,100,94,GOJ,1986-01-01T00:00:00Z,1990-04-01T00:00:00Z,INT,Little Goose Dam Juvenile,B-MAIN,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,100,96,GOJ,1986-01-01T00:00:00Z,1990-04-01T00:00:00Z,INT,Little Goose Dam Juvenile,B-MAIN,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,100,A0,GOJ,1986-01-01T00:00:00Z,1990-04-01T00:00:00Z,INT,Little Goose Dam Juvenile,SAMPLE ROOM,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,100,A2,GOJ,1986-01-01T00:00:00Z,1990-04-01T00:00:00Z,INT,Little Goose Dam Juvenile,SAMPLE ROOM,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,100,A4,GOJ,1986-01-01T00:00:00Z,1990-04-01T00:00:00Z,INT,Little Goose Dam Juvenile,SAMPLE ROOM,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,40,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,A-SEPARATOR GATE,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,42,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,A-SEPARATOR GATE,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,44,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,A-SEPARATOR GATE,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,46,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,A-SEPARATOR GATE,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,48,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,B-SEPARATOR GATE,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,4A,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,B-SEPARATOR GATE,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,4C,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,B-SEPARATOR GATE,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,4E,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,B-SEPARATOR GATE,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,50,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,SAMPLE ROOM,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,52,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,SAMPLE ROOM,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,54,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,DIVERSION EXIT,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,56,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,DIVERSION EXIT,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,58,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,DIVERSION EXIT,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,5A,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,DIVERSION EXIT,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,90,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,A-RACEWAY/EXIT,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,92,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,A-RACEWAY/EXIT,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,94,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,A-RACEWAY/EXIT,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,96,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,A-RACEWAY/EXIT,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,98,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,B-RACEWAY/EXIT,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,9A,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,B-RACEWAY/EXIT,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,9C,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,B-RACEWAY/EXIT,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,9E,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,B-RACEWAY/EXIT,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,A0,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,A-DIVERSION,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,A2,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,A-DIVERSION,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,A4,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,A-DIVERSION,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,A6,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,B-DIVERSION,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
GOJ,110,A8,GOJ,1990-04-01T00:00:00Z,2000-01-10T09:32:15Z,INT,Little Goose Dam Juvenile,B-DIVERSION,"This site monitors the juvenile bypass system and fish facility at Little Goose Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.113,635,46.582381,-118.031607
